,,total_cases,new_cases,total_deaths,new_deaths,case_datality_rate
,,amax,sum,amax,sum,
location,month,,,,,
Chile,2020-08,411726.0,56059.0,11289.0,1832.0,0.027418720216843242
Chile,2020-09,462991.0,51265.0,12741.0,1452.0,0.027518893455812318
Chile,2020-10,510256.0,47265.0,14207.0,1466.0,0.02784288670784861
Chile,2020-11,551743.0,41487.0,15410.0,1203.0,0.027929670154401596
Chile,2020-12,608973.0,57230.0,16608.0,1198.0,0.027272145070471106
China,2020-01,9802.0,9254.0,213.0,196.0,0.021730259130789634
China,2020-02,79356.0,69554.0,2837.0,2624.0,0.035750289833156916
China,2020-03,82279.0,2923.0,3309.0,472.0,0.040216823247730286
China,2020-04,83956.0,1677.0,4637.0,1328.0,0.05523131163943018
China,2020-05,84146.0,190.0,4638.0,1.0,0.05511848453877784
China,2020-06,84785.0,639.0,4641.0,3.0,0.054738456094828095
China,2020-07,87655.0,2870.0,4661.0,20.0,0.05317437681820775
China,2020-08,89914.0,2259.0,4723.0,62.0,0.052527971172453676
China,2020-09,90545.0,631.0,4739.0,16.0,0.05233861615771163
China,2020-10,91366.0,821.0,4739.0,0.0,0.05186830987457041
China,2020-11,92902.0,1536.0,4743.0,4.0,0.051053798626509654
China,2020-12,95963.0,3061.0,4782.0,39.0,0.04983170597000927
Colombia,2020-03,906.0,906.0,16.0,16.0,0.017660044150110375
Colombia,2020-04,6507.0,5601.0,293.0,277.0,0.045028430920547105
Colombia,2020-05,29383.0,22876.0,939.0,646.0,0.03195725419460232
Colombia,2020-06,97846.0,68463.0,3334.0,2395.0,0.034073952946466896
Colombia,2020-07,295508.0,197662.0,10105.0,6771.0,0.03419535173328641
Colombia,2020-08,615094.0,319586.0,19662.0,9557.0,0.031965845870712446
Colombia,2020-09,829679.0,214585.0,25998.0,6336.0,0.03133501028711104
Colombia,2020-10,1074184.0,244505.0,31314.0,5316.0,0.029151430294996016
Colombia,2020-11,1316806.0,242622.0,36766.0,5452.0,0.027920589669245127
Colombia,2020-12,1642775.0,325969.0,43213.0,6447.0,0.026304880461414375
Comoros,2020-04,1.0,1.0,,0.0,
Comoros,2020-05,106.0,105.0,2.0,2.0,0.018867924528301886
Comoros,2020-06,303.0,197.0,7.0,5.0,0.0231023102310231
Comoros,2020-07,378.0,75.0,7.0,0.0,0.018518518518518517
Comoros,2020-08,423.0,45.0,7.0,0.0,0.016548463356973995
Comoros,2020-09,479.0,56.0,7.0,0.0,0.014613778705636743
Comoros,2020-10,545.0,66.0,7.0,0.0,0.012844036697247707
Comoros,2020-11,611.0,66.0,7.0,0.0,0.011456628477905073
Comoros,2020-12,823.0,212.0,10.0,3.0,0.012150668286755772
Congo,2020-03,19.0,19.0,,0.0,
Congo,2020-04,220.0,201.0,9.0,9.0,0.04090909090909091
Congo,2020-05,611.0,391.0,20.0,11.0,0.03273322422258593
Congo,2020-06,1087.0,476.0,37.0,17.0,0.03403863845446182
Congo,2020-07,3200.0,2113.0,54.0,17.0,0.016875
Congo,2020-08,3979.0,779.0,78.0,24.0,0.019602915305353102
Congo,2020-09,5089.0,1110.0,114.0,11.0,0.022401257614462565
Congo,2020-10,5290.0,201.0,92.0,3.0,0.017391304347826087
Congo,2020-11,5774.0,484.0,94.0,2.0,0.016279875303082784
Congo,2020-12,7107.0,1333.0,108.0,14.0,0.015196285352469396
Costa Rica,2020-03,347.0,347.0,2.0,2.0,0.005763688760806916
Costa Rica,2020-04,719.0,372.0,6.0,4.0,0.008344923504867872
Costa Rica,2020-05,1056.0,337.0,10.0,4.0,0.00946969696969697
Costa Rica,2020-06,3459.0,2403.0,16.0,6.0,0.004625614339404453
Costa Rica,2020-07,17820.0,14361.0,150.0,134.0,0.008417508417508417
Costa Rica,2020-08,41287.0,23467.0,436.0,286.0,0.010560224768086808
Costa Rica,2020-09,75760.0,34473.0,904.0,468.0,0.011932418162618795
Costa Rica,2020-10,109971.0,34211.0,1385.0,481.0,0.01259422938774768
Costa Rica,2020-11,139638.0,29667.0,1726.0,341.0,0.012360532233346223
Costa Rica,2020-12,169321.0,29683.0,2185.0,459.0,0.01290448320054807
Cote d'Ivoire,2020-03,179.0,179.0,1.0,1.0,0.00558659217877095
Cote d'Ivoire,2020-04,1275.0,1096.0,14.0,13.0,0.010980392156862745
Cote d'Ivoire,2020-05,2833.0,1558.0,33.0,19.0,0.011648429226967879
Cote d'Ivoire,2020-06,9499.0,6666.0,68.0,35.0,0.007158648278766186
Cote d'Ivoire,2020-07,16047.0,6548.0,102.0,34.0,0.006356328285660871
Cote d'Ivoire,2020-08,18067.0,2020.0,117.0,15.0,0.006475895278684895
Cote d'Ivoire,2020-09,19724.0,1657.0,120.0,3.0,0.006083958629081322
Cote d'Ivoire,2020-10,20716.0,992.0,126.0,6.0,0.00608225526163352
Cote d'Ivoire,2020-11,21331.0,615.0,132.0,6.0,0.0061881768318409825
Cote d'Ivoire,2020-12,22490.0,1159.0,137.0,5.0,0.00609159626500667
Croatia,2020-02,6.0,6.0,,0.0,
Croatia,2020-03,867.0,861.0,6.0,6.0,0.006920415224913495
Croatia,2020-04,2076.0,1209.0,69.0,63.0,0.033236994219653176
Croatia,2020-05,2246.0,170.0,103.0,34.0,0.0458593054318789
Croatia,2020-06,2777.0,531.0,107.0,4.0,0.03853078862081383
Croatia,2020-07,5139.0,2362.0,145.0,38.0,0.028215606149056237
Croatia,2020-08,10269.0,5130.0,186.0,41.0,0.018112766579024248
Croatia,2020-09,16593.0,6324.0,280.0,94.0,0.01687458566865546
Croatia,2020-10,49316.0,32723.0,546.0,266.0,0.011071457539135372
Croatia,2020-11,128442.0,79126.0,1786.0,1240.0,0.013905108920758007
Croatia,2020-12,210837.0,82395.0,3920.0,2134.0,0.018592562026589262
Cuba,2020-03,186.0,186.0,6.0,6.0,0.03225806451612903
Cuba,2020-04,1501.0,1315.0,61.0,55.0,0.04063957361758828
Cuba,2020-05,2045.0,544.0,83.0,22.0,0.04058679706601467
Cuba,2020-06,2341.0,296.0,86.0,3.0,0.03673643741990602
Cuba,2020-07,2608.0,267.0,87.0,1.0,0.033358895705521474
Cuba,2020-08,4032.0,1424.0,94.0,7.0,0.023313492063492064
Cuba,2020-09,5597.0,1565.0,122.0,28.0,0.02179739145971056
Cuba,2020-10,6887.0,1290.0,128.0,6.0,0.018585741251633512
Cuba,2020-11,8284.0,1397.0,135.0,7.0,0.016296475132786092
Cuba,2020-12,11863.0,3579.0,146.0,11.0,0.012307173564865548
Cyprus,2020-03,262.0,262.0,8.0,8.0,0.030534351145038167
Cyprus,2020-04,850.0,588.0,15.0,7.0,0.01764705882352941
Cyprus,2020-05,944.0,94.0,17.0,2.0,0.018008474576271187
Cyprus,2020-06,998.0,54.0,19.0,2.0,0.01903807615230461
Cyprus,2020-07,1114.0,116.0,19.0,0.0,0.017055655296229804
Cyprus,2020-08,1488.0,374.0,20.0,1.0,0.013440860215053764
Cyprus,2020-09,1755.0,267.0,22.0,2.0,0.012535612535612535
Cyprus,2020-10,4366.0,2611.0,26.0,4.0,0.005955107650022904
Cyprus,2020-11,10565.0,6199.0,49.0,23.0,0.004637955513487932
Cyprus,2020-12,22019.0,11454.0,119.0,70.0,0.005404423452472864
Czechia,2020-02,,0.0,,0.0,
Czechia,2020-03,3308.0,3308.0,31.0,31.0,0.009371221281741234
Czechia,2020-04,7682.0,4374.0,236.0,205.0,0.030721166362926322
Czechia,2020-05,9268.0,1586.0,320.0,84.0,0.03452740612861459
Czechia,2020-06,11954.0,2686.0,349.0,29.0,0.02919524845240087
Czechia,2020-07,16574.0,4620.0,382.0,33.0,0.023048147701218775
Czechia,2020-08,24618.0,8044.0,424.0,42.0,0.017223170038183442
Czechia,2020-09,70763.0,46145.0,655.0,231.0,0.00925624973503102
Czechia,2020-10,335102.0,264339.0,3251.0,2596.0,0.009701523715167323
Czechia,2020-11,523298.0,188196.0,8295.0,5044.0,0.01585138869248497
Czechia,2020-12,718661.0,195363.0,11580.0,3285.0,0.01611329959466285
Democratic Republic of Congo,2020-03,98.0,98.0,8.0,8.0,0.08163265306122448
Democratic Republic of Congo,2020-04,572.0,474.0,31.0,23.0,0.05419580419580419
Democratic Republic of Congo,2020-05,3070.0,2498.0,72.0,41.0,0.023452768729641693
Democratic Republic of Congo,2020-06,7039.0,3969.0,170.0,98.0,0.024151157834919734
Democratic Republic of Congo,2020-07,9070.0,2031.0,215.0,45.0,0.023704520396912898
Democratic Republic of Congo,2020-08,10097.0,1027.0,258.0,43.0,0.025552144201247896
Democratic Republic of Congo,2020-09,10659.0,562.0,272.0,14.0,0.025518341307814992
Democratic Republic of Congo,2020-10,11306.0,647.0,307.0,35.0,0.027153723686538123
Democratic Republic of Congo,2020-11,12772.0,1466.0,333.0,26.0,0.026072658941434387
Democratic Republic of Congo,2020-12,17658.0,4886.0,591.0,258.0,0.03346924906557934
Denmark,2020-02,3.0,3.0,,0.0,
Denmark,2020-03,3039.0,3036.0,90.0,90.0,0.029615004935834157
Denmark,2020-04,9356.0,6317.0,452.0,362.0,0.04831124412141941
Denmark,2020-05,11869.0,2513.0,574.0,122.0,0.04836127727693993
Denmark,2020-06,12968.0,1099.0,605.0,31.0,0.046653300431832204
Denmark,2020-07,14028.0,1060.0,615.0,10.0,0.04384088964927288
Denmark,2020-08,17410.0,3382.0,624.0,9.0,0.035841470419299255
Denmark,2020-09,28479.0,11069.0,650.0,26.0,0.022823835106569754
Denmark,2020-10,46863.0,18384.0,721.0,71.0,0.01538527196295585
Denmark,2020-11,81002.0,34139.0,837.0,116.0,0.010333078195600108
Denmark,2020-12,164116.0,83114.0,1298.0,461.0,0.007909039947354311
Djibouti,2020-03,30.0,30.0,,0.0,
Djibouti,2020-04,1089.0,1059.0,2.0,2.0,0.0018365472910927456
Djibouti,2020-05,3354.0,2265.0,24.0,22.0,0.007155635062611807
Djibouti,2020-06,4682.0,1328.0,54.0,30.0,0.011533532678342588
Djibouti,2020-07,5084.0,402.0,58.0,4.0,0.011408339889850511
Djibouti,2020-08,5387.0,303.0,60.0,2.0,0.011137924633376647
Djibouti,2020-09,5416.0,29.0,61.0,1.0,0.011262924667651403
Djibouti,2020-10,5561.0,145.0,61.0,0.0,0.01096925013486783
Djibouti,2020-11,5679.0,118.0,61.0,0.0,0.010741327698538475
Djibouti,2020-12,5831.0,152.0,61.0,0.0,0.010461327388098096
Dominica,2020-03,12.0,12.0,,0.0,
Dominica,2020-04,16.0,4.0,,0.0,
Dominica,2020-05,16.0,0.0,,0.0,
Dominica,2020-06,18.0,2.0,,0.0,
Dominica,2020-07,18.0,0.0,,0.0,
Dominica,2020-08,20.0,2.0,,0.0,
Dominica,2020-09,30.0,10.0,,0.0,
Dominica,2020-10,50.0,20.0,,0.0,
Dominica,2020-11,85.0,35.0,,0.0,
Dominica,2020-12,88.0,3.0,,0.0,
Dominican Republic,2020-03,1109.0,1109.0,51.0,51.0,0.045987376014427414
Dominican Republic,2020-04,6972.0,5863.0,301.0,250.0,0.04317269076305221
Dominican Republic,2020-05,17285.0,10313.0,502.0,201.0,0.029042522418281747
Dominican Republic,2020-06,32568.0,15283.0,747.0,245.0,0.02293662490788504
Dominican Republic,2020-07,69649.0,37081.0,1160.0,413.0,0.016654941205186003
Dominican Republic,2020-08,94715.0,25066.0,1710.0,550.0,0.01805416248746239
Dominican Republic,2020-09,112209.0,17494.0,2105.0,395.0,0.01875963603632507
Dominican Republic,2020-10,127018.0,14809.0,2245.0,140.0,0.017674660284369145
Dominican Republic,2020-11,143988.0,16970.0,2331.0,86.0,0.016188849070755896
Dominican Republic,2020-12,170785.0,26797.0,2414.0,83.0,0.014134730801885412
Ecuador,2020-03,2240.0,2240.0,75.0,75.0,0.033482142857142856
Ecuador,2020-04,24934.0,22694.0,900.0,825.0,0.03609529156974412
Ecuador,2020-05,39098.0,14164.0,3358.0,2458.0,0.0858867461251215
Ecuador,2020-06,56432.0,17334.0,4527.0,1169.0,0.08022044230223986
Ecuador,2020-07,85355.0,28923.0,5702.0,1175.0,0.06680335071173335
Ecuador,2020-08,113767.0,28412.0,6556.0,854.0,0.057626552515228496
Ecuador,2020-09,137047.0,23280.0,11355.0,4799.0,0.08285478704386086
Ecuador,2020-10,168192.0,31145.0,12670.0,1315.0,0.07533057458143075
Ecuador,2020-11,192685.0,24493.0,13461.0,791.0,0.06986013441627527
Ecuador,2020-12,212512.0,19827.0,14034.0,573.0,0.06603862370124981
Egypt,2020-02,1.0,1.0,,0.0,
Egypt,2020-03,710.0,709.0,46.0,46.0,0.0647887323943662
Egypt,2020-04,5537.0,4827.0,392.0,346.0,0.07079646017699115
Egypt,2020-05,24985.0,19448.0,959.0,567.0,0.03838302981789073
Egypt,2020-06,68311.0,43326.0,2953.0,1994.0,0.0432287625711818
Egypt,2020-07,94078.0,25767.0,4805.0,1852.0,0.051074640192180956
Egypt,2020-08,98939.0,4861.0,5421.0,616.0,0.054791336075763857
Egypt,2020-09,103198.0,4259.0,5930.0,509.0,0.057462353921587626
Egypt,2020-10,107555.0,4357.0,6266.0,336.0,0.058258565385151784
Egypt,2020-11,115911.0,8356.0,6650.0,384.0,0.05737160407554072
Egypt,2020-12,138062.0,22151.0,7631.0,981.0,0.05527226898060292
El Salvador,2020-03,32.0,32.0,1.0,1.0,0.03125
El Salvador,2020-04,395.0,363.0,10.0,9.0,0.02531645569620253
El Salvador,2020-05,2517.0,2122.0,46.0,36.0,0.018275725069527213
El Salvador,2020-06,6438.0,3921.0,174.0,128.0,0.02702702702702703
El Salvador,2020-07,16632.0,10194.0,448.0,274.0,0.026936026936026935
El Salvador,2020-08,25729.0,9097.0,717.0,269.0,0.0278673869952194
El Salvador,2020-09,29077.0,3348.0,843.0,126.0,0.028991986793685733
El Salvador,2020-10,33445.0,4368.0,975.0,132.0,0.02915233966213186
El Salvador,2020-11,38405.0,4960.0,1114.0,139.0,0.029006639760447858
El Salvador,2020-12,45960.0,7555.0,1327.0,213.0,0.028872932985204526
Equatorial Guinea,2020-03,12.0,12.0,,0.0,
Equatorial Guinea,2020-04,315.0,303.0,1.0,1.0,0.0031746031746031746
Equatorial Guinea,2020-05,1306.0,991.0,12.0,11.0,0.009188361408882083
Equatorial Guinea,2020-06,2001.0,695.0,32.0,20.0,0.015992003998001
Equatorial Guinea,2020-07,4821.0,2820.0,83.0,51.0,0.017216345156606513
Equatorial Guinea,2020-08,4941.0,120.0,83.0,0.0,0.016798218984011334
Equatorial Guinea,2020-09,5030.0,89.0,83.0,0.0,0.01650099403578529
Equatorial Guinea,2020-10,5088.0,58.0,83.0,0.0,0.016312893081761006
Equatorial Guinea,2020-11,5153.0,65.0,85.0,2.0,0.016495245488065205
Equatorial Guinea,2020-12,5277.0,124.0,86.0,1.0,0.01629713852567747
Eritrea,2020-03,15.0,15.0,,0.0,
Eritrea,2020-04,39.0,24.0,,0.0,
Eritrea,2020-05,39.0,0.0,,0.0,
Eritrea,2020-06,203.0,164.0,,0.0,
Eritrea,2020-07,279.0,76.0,,0.0,
Eritrea,2020-08,319.0,40.0,,0.0,
Eritrea,2020-09,375.0,56.0,,0.0,
Eritrea,2020-10,463.0,88.0,,0.0,
Eritrea,2020-11,577.0,114.0,,0.0,
Eritrea,2020-12,1320.0,743.0,3.0,3.0,0.0022727272727272726
Estonia,2020-02,1.0,1.0,,0.0,
Estonia,2020-03,745.0,744.0,4.0,4.0,0.005369127516778523
Estonia,2020-04,1689.0,944.0,52.0,48.0,0.03078744819419775
Estonia,2020-05,1869.0,180.0,68.0,16.0,0.03638309256286784
Estonia,2020-06,1989.0,120.0,69.0,1.0,0.03469079939668175
Estonia,2020-07,2064.0,75.0,69.0,0.0,0.03343023255813953
Estonia,2020-08,2375.0,311.0,69.0,-5.0,0.029052631578947368
Estonia,2020-09,3371.0,996.0,64.0,0.0,0.018985464253930585
Estonia,2020-10,4905.0,1534.0,73.0,9.0,0.014882772680937819
Estonia,2020-11,12308.0,7403.0,118.0,45.0,0.009587260318492039
Estonia,2020-12,27990.0,15682.0,229.0,111.0,0.008181493390496605
Eswatini,2020-03,9.0,9.0,,0.0,
Eswatini,2020-04,100.0,91.0,1.0,1.0,0.01
Eswatini,2020-05,285.0,185.0,2.0,1.0,0.007017543859649123
Eswatini,2020-06,812.0,527.0,11.0,9.0,0.013546798029556651
Eswatini,2020-07,2648.0,1836.0,41.0,30.0,0.015483383685800604
Eswatini,2020-08,4577.0,1929.0,91.0,50.0,0.019882018789600175
Eswatini,2020-09,5482.0,905.0,109.0,18.0,0.01988325428675666
Eswatini,2020-10,5917.0,435.0,117.0,8.0,0.019773533885414907
Eswatini,2020-11,6419.0,502.0,122.0,5.0,0.01900607571272784
Eswatini,2020-12,9358.0,2939.0,205.0,83.0,0.021906390254327848
Ethiopia,2020-03,26.0,26.0,,0.0,
Ethiopia,2020-04,131.0,105.0,3.0,3.0,0.022900763358778626
Ethiopia,2020-05,1172.0,1041.0,11.0,8.0,0.00938566552901024
Ethiopia,2020-06,5846.0,4674.0,103.0,92.0,0.017618884707492302
Ethiopia,2020-07,17530.0,11684.0,274.0,171.0,0.01563034797490017
Ethiopia,2020-08,52131.0,34601.0,809.0,535.0,0.015518597379678119
Ethiopia,2020-09,75368.0,23237.0,1198.0,389.0,0.01589534019743127
Ethiopia,2020-10,96169.0,20801.0,1469.0,271.0,0.015275192629641568
Ethiopia,2020-11,110074.0,13905.0,1706.0,237.0,0.01549866453476752
Ethiopia,2020-12,124264.0,14190.0,1923.0,217.0,0.01547511749179167
Europe,2020-01,17.0,17.0,,0.0,
Europe,2020-02,1506.0,1489.0,31.0,31.0,0.020584329349269587
Europe,2020-03,465241.0,463735.0,31133.0,31102.0,0.06691800593670807
Europe,2020-04,1357800.0,892559.0,135170.0,104037.0,0.09955074385034615
Europe,2020-05,1959812.0,602012.0,172683.0,37513.0,0.08811202298996026
Europe,2020-06,2409237.0,449425.0,188239.0,15556.0,0.0781322053413591
Europe,2020-07,2871506.0,462269.0,198578.0,10339.0,0.06915465264568488
Europe,2020-08,3640749.0,769243.0,208267.0,9689.0,0.05720443787803004
Europe,2020-09,5091357.0,1450608.0,223121.0,14854.0,0.04382348360171954
Europe,2020-10,9962277.0,4870920.0,266425.0,43304.0,0.026743384067718656
Europe,2020-11,17344228.0,7381951.0,395382.0,128957.0,0.022796171729292304
Europe,2020-12,23807147.0,6462919.0,545487.0,150105.0,0.022912741287311748
European Union,2020-01,13.0,13.0,,0.0,
European Union,2020-02,1405.0,1392.0,31.0,31.0,0.02206405693950178
European Union,2020-03,397713.0,396308.0,28068.0,28037.0,0.07057350400917245
European Union,2020-04,989453.0,591740.0,104447.0,76379.0,0.10556034495827493
European Union,2020-05,1160536.0,171083.0,126360.0,21913.0,0.10888072407921857
European Union,2020-06,1277707.0,117171.0,133134.0,6774.0,0.10419759772780457
European Union,2020-07,1451245.0,173538.0,136136.0,3002.0,0.09380635247666659
European Union,2020-08,1926626.0,475381.0,140055.0,3919.0,0.07269444095532812
European Union,2020-09,2926386.0,999760.0,147903.0,7848.0,0.05054117946162946
European Union,2020-10,6394153.0,3467767.0,174580.0,26677.0,0.02730306891311484
European Union,2020-11,11621065.0,5226912.0,267466.0,92886.0,0.023015618620152285
European Union,2020-12,15546390.0,3925325.0,370650.0,103184.0,0.023841547780545837
Fiji,2020-01,,0.0,,0.0,
Fiji,2020-02,,0.0,,0.0,
Fiji,2020-03,5.0,5.0,,0.0,
Fiji,2020-04,18.0,13.0,,0.0,
Fiji,2020-05,18.0,0.0,,0.0,
Fiji,2020-06,18.0,0.0,,0.0,
Fiji,2020-07,27.0,9.0,1.0,1.0,0.037037037037037035
Fiji,2020-08,28.0,1.0,2.0,1.0,0.07142857142857142
Fiji,2020-09,32.0,4.0,2.0,0.0,0.0625
Fiji,2020-10,34.0,2.0,2.0,0.0,0.058823529411764705
Fiji,2020-11,42.0,8.0,2.0,0.0,0.047619047619047616
Fiji,2020-12,49.0,7.0,2.0,0.0,0.04081632653061224
Finland,2020-01,1.0,1.0,,0.0,
Finland,2020-02,3.0,2.0,,0.0,
Finland,2020-03,1418.0,1415.0,17.0,17.0,0.011988716502115656
Finland,2020-04,4995.0,3577.0,211.0,194.0,0.04224224224224224
Finland,2020-05,6859.0,1864.0,320.0,109.0,0.046654031199883365
Finland,2020-06,7214.0,355.0,328.0,8.0,0.04546714721375104
Finland,2020-07,7432.0,218.0,329.0,1.0,0.04426803013993542
Finland,2020-08,8086.0,654.0,336.0,7.0,0.04155330200346277
Finland,2020-09,9992.0,1906.0,345.0,8.0,0.034527622097678144
Finland,2020-10,16113.0,6121.0,358.0,14.0,0.02221808477626761
Finland,2020-11,24912.0,8799.0,399.0,41.0,0.016016377649325626
Finland,2020-12,36107.0,11195.0,561.0,162.0,0.015537153460547817
France,2020-01,5.0,5.0,,0.0,
France,2020-02,100.0,95.0,2.0,2.0,0.02
France,2020-03,52278.0,52178.0,3526.0,3524.0,0.06744710968284938
France,2020-04,169098.0,116583.0,24349.0,20823.0,0.14399342393168457
France,2020-05,190975.0,22114.0,28805.0,4456.0,0.15083126063620894
France,2020-06,204244.0,13269.0,29846.0,1041.0,0.1461291396564893
France,2020-07,227239.0,22995.0,30268.0,422.0,0.13319896672666223
France,2020-08,321160.0,93921.0,30646.0,378.0,0.09542284219703574
France,2020-09,605893.0,284733.0,31978.0,1332.0,0.05277829583771392
France,2020-10,1414364.0,808471.0,36827.0,4849.0,0.026037851642151524
France,2020-11,2276874.0,862510.0,52819.0,15992.0,0.023198033795458158
France,2020-12,2677666.0,400792.0,64759.0,11940.0,0.024184868463803924
Gabon,2020-03,16.0,16.0,1.0,1.0,0.0625
Gabon,2020-04,276.0,260.0,3.0,2.0,0.010869565217391304
Gabon,2020-05,2655.0,2379.0,17.0,14.0,0.0064030131826741995
Gabon,2020-06,5394.0,2739.0,42.0,25.0,0.00778642936596218
Gabon,2020-07,7352.0,1958.0,49.0,7.0,0.006664853101196953
Gabon,2020-08,8533.0,1181.0,53.0,4.0,0.006211180124223602
Gabon,2020-09,8766.0,233.0,54.0,1.0,0.006160164271047228
Gabon,2020-10,8968.0,202.0,55.0,1.0,0.006132917038358609
Gabon,2020-11,9214.0,246.0,60.0,5.0,0.006511829824180595
Gabon,2020-12,9571.0,357.0,64.0,4.0,0.006686866576115349
Gambia,2020-03,4.0,4.0,1.0,1.0,0.25
Gambia,2020-04,11.0,7.0,1.0,0.0,0.09090909090909091
Gambia,2020-05,25.0,14.0,1.0,0.0,0.04
Gambia,2020-06,49.0,24.0,2.0,1.0,0.04081632653061224
Gambia,2020-07,498.0,449.0,9.0,7.0,0.018072289156626505
Gambia,2020-08,2963.0,2465.0,96.0,87.0,0.03239959500506244
Gambia,2020-09,3579.0,616.0,112.0,16.0,0.03129365744621403
Gambia,2020-10,3672.0,93.0,119.0,7.0,0.032407407407407406
Gambia,2020-11,3742.0,70.0,123.0,4.0,0.032870122928915016
Gambia,2020-12,3797.0,55.0,124.0,1.0,0.03265736107453253
Georgia,2020-02,1.0,1.0,,0.0,
Georgia,2020-03,110.0,109.0,,0.0,
Georgia,2020-04,539.0,429.0,6.0,6.0,0.011131725417439703
Georgia,2020-05,783.0,244.0,12.0,6.0,0.01532567049808429
Georgia,2020-06,928.0,145.0,15.0,3.0,0.016163793103448277
Georgia,2020-07,1168.0,240.0,17.0,2.0,0.014554794520547944
Georgia,2020-08,1487.0,319.0,19.0,2.0,0.012777404169468728
Georgia,2020-09,6192.0,4705.0,39.0,20.0,0.006298449612403101
Georgia,2020-10,38936.0,32744.0,307.0,268.0,0.007884733922334087
Georgia,2020-11,135584.0,96648.0,1267.0,960.0,0.009344760443710172
Georgia,2020-12,227420.0,91836.0,2505.0,1238.0,0.011014862369184768
Germany,2020-01,5.0,5.0,,0.0,
Germany,2020-02,79.0,74.0,,0.0,
Germany,2020-03,71808.0,71729.0,775.0,775.0,0.010792669340463457
Germany,2020-04,163009.0,91201.0,6623.0,5848.0,0.040629658485114316
Germany,2020-05,183410.0,20401.0,8540.0,1917.0,0.04656234665503517
Germany,2020-06,195418.0,12008.0,8990.0,450.0,0.046003950506094626
Germany,2020-07,210399.0,14981.0,9147.0,157.0,0.043474541228808124
Germany,2020-08,244802.0,34403.0,9303.0,156.0,0.03800214050538803
Germany,2020-09,292913.0,48111.0,9495.0,192.0,0.03241576850464131
Germany,2020-10,531790.0,238877.0,10483.0,988.0,0.019712668534571917
Germany,2020-11,1069912.0,538122.0,16694.0,6211.0,0.015603152408796237
Germany,2020-12,1760520.0,690608.0,33791.0,17097.0,0.01919376093426942
Ghana,2020-03,161.0,161.0,5.0,5.0,0.031055900621118012
Ghana,2020-04,2074.0,1913.0,17.0,12.0,0.00819672131147541
Ghana,2020-05,8070.0,5996.0,36.0,19.0,0.0044609665427509295
Ghana,2020-06,17741.0,9671.0,112.0,76.0,0.0063130601431711855
Ghana,2020-07,35501.0,17760.0,182.0,70.0,0.0051266161516577
Ghana,2020-08,44298.0,8797.0,276.0,94.0,0.006230529595015576
Ghana,2020-09,46626.0,2328.0,301.0,25.0,0.006455625616608759
Ghana,2020-10,48055.0,1429.0,320.0,19.0,0.006659036520653418
Ghana,2020-11,51667.0,3612.0,323.0,3.0,0.0062515725704995456
Ghana,2020-12,54771.0,3104.0,335.0,12.0,0.0061163754541637
Greece,2020-02,4.0,4.0,,0.0,
Greece,2020-03,1314.0,1310.0,49.0,49.0,0.03729071537290715
Greece,2020-04,2591.0,1277.0,140.0,91.0,0.05403319181783095
Greece,2020-05,2917.0,326.0,175.0,35.0,0.059993143640726776
Greece,2020-06,3409.0,492.0,192.0,17.0,0.05632150190671751
Greece,2020-07,4477.0,1068.0,206.0,14.0,0.046012955103864196
Greece,2020-08,10317.0,5840.0,266.0,60.0,0.02578268876611418
Greece,2020-09,18475.0,8158.0,391.0,125.0,0.021163734776725306
Greece,2020-10,39251.0,20776.0,626.0,235.0,0.015948638251254744
Greece,2020-11,105271.0,66020.0,2406.0,1780.0,0.022855297280352613
Greece,2020-12,138850.0,33579.0,4838.0,2432.0,0.034843356139719124
Grenada,2020-03,9.0,9.0,,0.0,
Grenada,2020-04,20.0,11.0,,0.0,
Grenada,2020-05,23.0,3.0,,0.0,
Grenada,2020-06,23.0,0.0,,0.0,
Grenada,2020-07,24.0,1.0,,0.0,
Grenada,2020-08,24.0,0.0,,0.0,
Grenada,2020-09,24.0,0.0,,0.0,
Grenada,2020-10,28.0,4.0,,0.0,
Grenada,2020-11,41.0,13.0,,0.0,
Grenada,2020-12,127.0,86.0,,0.0,
Guatemala,2020-02,,0.0,,0.0,
Guatemala,2020-03,38.0,38.0,1.0,1.0,0.02631578947368421
Guatemala,2020-04,599.0,561.0,16.0,15.0,0.02671118530884808
Guatemala,2020-05,5087.0,4488.0,108.0,92.0,0.021230587772754078
Guatemala,2020-06,18096.0,13009.0,773.0,665.0,0.04271662245800177
Guatemala,2020-07,49789.0,31693.0,1924.0,1151.0,0.03864307377131495
Guatemala,2020-08,74074.0,24285.0,2760.0,836.0,0.03726003726003726
Guatemala,2020-09,91746.0,17672.0,3246.0,486.0,0.03538028905892355
Guatemala,2020-10,107939.0,16193.0,3729.0,483.0,0.034547290599319984
Guatemala,2020-11,122062.0,14123.0,4171.0,442.0,0.03417115891923776
Guatemala,2020-12,138012.0,15950.0,4813.0,642.0,0.03487377909167319
Guinea,2020-03,22.0,22.0,,0.0,
Guinea,2020-04,1495.0,1473.0,7.0,7.0,0.0046822742474916385
Guinea,2020-05,3706.0,2211.0,23.0,16.0,0.0062061521856449
Guinea,2020-06,5391.0,1685.0,33.0,10.0,0.006121313299944352
Guinea,2020-07,7308.0,1917.0,46.0,13.0,0.006294471811713191
Guinea,2020-08,9409.0,2101.0,59.0,13.0,0.006270591986396004
